"","Country.Region","date","retail_and_recreation_percent_change_from_baseline","grocery_and_pharmacy_percent_change_from_baseline","parks_percent_change_from_baseline","transit_stations_percent_change_from_baseline","workplaces_percent_change_from_baseline","residential_percent_change_from_baseline","CumCaseNumber","IncCaseNumber","Continent","NumDate","CountryName","Date","StringencyIndex"
"1","Denmark",2020-02-15,-2,-1,-4,2,-6,0,0,0,"EU",0,"Denmark",2020-02-15,0
"2","Denmark",2020-02-16,-7,-7,-33,-5,-6,1,0,0,"EU",1,"Denmark",2020-02-16,0
"3","Denmark",2020-02-17,-3,-1,0,-3,-2,1,0,0,"EU",2,"Denmark",2020-02-17,0
"4","Denmark",2020-02-18,1,1,9,-1,-1,1,0,0,"EU",3,"Denmark",2020-02-18,0
"5","Denmark",2020-02-19,0,0,12,-2,-1,1,0,0,"EU",4,"Denmark",2020-02-19,0
"6","Denmark",2020-02-20,1,-1,-3,-1,-2,1,0,0,"EU",5,"Denmark",2020-02-20,0
"7","Denmark",2020-02-21,1,1,15,-1,-3,1,0,0,"EU",6,"Denmark",2020-02-21,0
"8","Denmark",2020-02-22,-6,-3,-24,-4,-3,1,0,0,"EU",7,"Denmark",2020-02-22,0
"9","Denmark",2020-02-23,1,-2,-9,0,0,0,0,0,"EU",8,"Denmark",2020-02-23,0
"10","Denmark",2020-02-24,-2,-1,12,2,2,0,0,0,"EU",9,"Denmark",2020-02-24,0
"11","Denmark",2020-02-25,-3,-3,-4,1,3,1,0,0,"EU",10,"Denmark",2020-02-25,0
"12","Denmark",2020-02-26,-2,-2,1,0,3,1,0,0,"EU",11,"Denmark",2020-02-26,0
"13","Denmark",2020-02-27,2,1,21,2,3,0,0,0,"EU",12,"Denmark",2020-02-27,11.11
"14","Denmark",2020-02-28,17,1,23,6,2,-1,0,0,"EU",13,"Denmark",2020-02-28,11.11
"15","Denmark",2020-02-29,10,-4,-17,5,0,0,0,0,"EU",14,"Denmark",2020-02-29,11.11
"16","Denmark",2020-03-01,21,-7,-5,5,1,0,0,0,"EU",15,"Denmark",2020-03-01,11.11
"17","Denmark",2020-03-02,11,-5,28,1,2,0,0,0,"EU",16,"Denmark",2020-03-02,11.11
"18","Denmark",2020-03-03,10,-5,9,-1,2,0,0,0,"EU",17,"Denmark",2020-03-03,20.37
"19","Denmark",2020-03-04,9,-5,16,1,2,0,0,0,"EU",18,"Denmark",2020-03-04,20.37
"20","Denmark",2020-03-05,10,-3,30,-1,2,0,0,0,"EU",19,"Denmark",2020-03-05,20.37
"21","Denmark",2020-03-06,7,-3,11,-2,1,0,0,0,"EU",20,"Denmark",2020-03-06,25.93
"22","Denmark",2020-03-07,10,-2,47,7,1,-1,0,0,"EU",21,"Denmark",2020-03-07,25.93
"23","Denmark",2020-03-08,11,-8,-7,-1,-2,0,0,0,"EU",22,"Denmark",2020-03-08,25.93
"24","Denmark",2020-03-09,5,-5,14,-3,0,1,0,0,"EU",23,"Denmark",2020-03-09,25.93
"25","Denmark",2020-03-10,3,-4,-6,-7,0,2,0,0,"EU",24,"Denmark",2020-03-10,31.48
"26","Denmark",2020-03-11,5,5,25,-10,-1,2,0,0,"EU",25,"Denmark",2020-03-11,37.96
"27","Denmark",2020-03-12,-11,22,-16,-36,-28,12,0,0,"EU",26,"Denmark",2020-03-12,37.96
"28","Denmark",2020-03-13,-28,-7,2,-48,-44,16,0,0,"EU",27,"Denmark",2020-03-13,62.96
"29","Denmark",2020-03-14,-31,-9,86,-36,-16,8,1,0.172486386080763,"EU",28,"Denmark",2020-03-14,65.74
"30","Denmark",2020-03-15,-33,-24,-8,-50,-22,8,2,0.172486386080763,"EU",29,"Denmark",2020-03-15,65.74
"31","Denmark",2020-03-16,-24,-14,50,-52,-50,17,3,0.172486386080763,"EU",30,"Denmark",2020-03-16,65.74
"32","Denmark",2020-03-17,-25,-4,38,-55,-52,18,4,0.172486386080763,"EU",31,"Denmark",2020-03-17,65.74
"33","Denmark",2020-03-18,-41,-21,11,-61,-54,20,4,0,"EU",32,"Denmark",2020-03-18,72.22
"34","Denmark",2020-03-19,-39,-20,104,-58,-55,19,6,0.344972772161525,"EU",33,"Denmark",2020-03-19,72.22
"35","Denmark",2020-03-20,-44,-22,64,-62,-56,21,9,0.517459158242288,"EU",34,"Denmark",2020-03-20,72.22
"36","Denmark",2020-03-21,-48,-21,85,-55,-27,11,13,0.68994554432305,"EU",35,"Denmark",2020-03-21,72.22
"37","Denmark",2020-03-22,-38,-25,49,-60,-28,9,13,0,"EU",36,"Denmark",2020-03-22,72.22
"38","Denmark",2020-03-23,-36,-20,54,-60,-55,19,24,1.89735024688839,"EU",37,"Denmark",2020-03-23,72.22
"39","Denmark",2020-03-24,-36,-18,61,-60,-55,19,32,1.3798910886461,"EU",38,"Denmark",2020-03-24,72.22
"40","Denmark",2020-03-25,-37,-18,67,-59,-55,19,34,0.344972772161525,"EU",39,"Denmark",2020-03-25,72.22
"41","Denmark",2020-03-26,-36,-17,91,-59,-55,19,41,1.20740470256534,"EU",40,"Denmark",2020-03-26,72.22
"42","Denmark",2020-03-27,-39,-18,96,-61,-55,19,52,1.89735024688839,"EU",41,"Denmark",2020-03-27,72.22
"43","Denmark",2020-03-28,-43,-14,79,-56,-28,10,65,2.24232301904991,"EU",42,"Denmark",2020-03-28,72.22
"44","Denmark",2020-03-29,-37,-22,35,-60,-28,9,72,1.20740470256534,"EU",43,"Denmark",2020-03-29,72.22
"45","Denmark",2020-03-30,-33,-18,53,-59,-54,18,77,0.862431930403813,"EU",44,"Denmark",2020-03-30,72.22
"46","Denmark",2020-03-31,-23,-4,70,-54,-53,17,90,2.24232301904991,"EU",45,"Denmark",2020-03-31,72.22
"47","Denmark",2020-04-01,-32,-12,13,-58,-54,19,104,2.41480940513068,"EU",46,"Denmark",2020-04-01,72.22
"48","Denmark",2020-04-02,-34,-13,11,-61,-55,20,123,3.27724133553449,"EU",47,"Denmark",2020-04-02,72.22
"49","Denmark",2020-04-03,-35,-10,32,-61,-55,19,139,2.7597821772922,"EU",48,"Denmark",2020-04-03,72.22
"50","Denmark",2020-04-04,-38,-8,59,-53,-25,10,161,3.79470049377678,"EU",49,"Denmark",2020-04-04,72.22
"51","Denmark",2020-04-05,-22,-12,118,-49,-23,7,179,3.10475494945373,"EU",50,"Denmark",2020-04-05,72.22
"52","Denmark",2020-04-06,-15,-5,161,-52,-59,16,187,1.3798910886461,"EU",51,"Denmark",2020-04-06,72.22
"53","Denmark",2020-04-07,-13,4,167,-51,-59,16,203,2.7597821772922,"EU",52,"Denmark",2020-04-07,72.22
"54","Denmark",2020-04-08,-9,11,131,-51,-60,15,218,2.58729579121144,"EU",53,"Denmark",2020-04-08,72.22
"55","Denmark",2020-04-09,-40,-16,188,-62,-82,22,237,3.27724133553449,"EU",54,"Denmark",2020-04-09,72.22
"56","Denmark",2020-04-10,-60,-36,172,-65,-82,24,247,1.72486386080763,"EU",55,"Denmark",2020-04-10,72.22
"57","Denmark",2020-04-11,-31,4,50,-52,-23,8,260,2.24232301904991,"EU",56,"Denmark",2020-04-11,72.22
"58","Denmark",2020-04-12,-36,-20,123,-47,-23,6,273,2.24232301904991,"EU",57,"Denmark",2020-04-12,72.22
"59","Denmark",2020-04-13,-56,-30,107,-65,-84,24,285,2.06983663296915,"EU",58,"Denmark",2020-04-13,72.22
"60","Denmark",2020-04-14,-15,4,65,-53,-49,16,299,2.41480940513068,"EU",59,"Denmark",2020-04-14,72.22
"61","Denmark",2020-04-15,-23,-5,58,-51,-48,17,309,1.72486386080763,"EU",60,"Denmark",2020-04-15,68.52
"62","Denmark",2020-04-16,-23,-4,95,-50,-47,16,321,2.06983663296915,"EU",61,"Denmark",2020-04-16,68.52
"63","Denmark",2020-04-17,-26,-6,127,-50,-45,15,336,2.58729579121144,"EU",62,"Denmark",2020-04-17,68.52
"64","Denmark",2020-04-18,-33,-5,121,-43,-14,7,346,1.72486386080763,"EU",63,"Denmark",2020-04-18,68.52
"65","Denmark",2020-04-19,-21,-12,127,-43,-14,5,355,1.55237747472686,"EU",64,"Denmark",2020-04-19,68.52
"66","Denmark",2020-04-20,-14,-5,126,-42,-41,13,364,1.55237747472686,"EU",65,"Denmark",2020-04-20,68.52
"67","Denmark",2020-04-21,-15,-2,142,-40,-39,13,370,1.03491831648458,"EU",66,"Denmark",2020-04-21,68.52
"68","Denmark",2020-04-22,-18,-4,137,-40,-39,12,384,2.41480940513068,"EU",67,"Denmark",2020-04-22,68.52
"69","Denmark",2020-04-23,-18,-3,171,-40,-39,12,394,1.72486386080763,"EU",68,"Denmark",2020-04-23,68.52
"70","Denmark",2020-04-24,-25,-5,117,-46,-40,13,403,1.55237747472686,"EU",69,"Denmark",2020-04-24,68.52
"71","Denmark",2020-04-25,-29,-3,123,-40,-13,6,418,2.58729579121144,"EU",70,"Denmark",2020-04-25,68.52
"72","Denmark",2020-04-26,-22,-12,80,-45,-16,5,422,0.68994554432305,"EU",71,"Denmark",2020-04-26,68.52
"73","Denmark",2020-04-27,-20,-9,55,-44,-39,13,427,0.862431930403813,"EU",72,"Denmark",2020-04-27,68.52
"74","Denmark",2020-04-28,-20,-6,99,-39,-37,11,434,1.20740470256534,"EU",73,"Denmark",2020-04-28,68.52
"75","Denmark",2020-04-29,-26,-9,15,-45,-38,14,443,1.55237747472686,"EU",74,"Denmark",2020-04-29,68.52
"76","Denmark",2020-04-30,-28,-1,11,-44,-39,14,452,1.55237747472686,"EU",75,"Denmark",2020-04-30,68.52
"77","Denmark",2020-05-01,-29,0,68,-46,-49,16,460,1.3798910886461,"EU",76,"Denmark",2020-05-01,68.52
"78","Denmark",2020-05-02,-34,0,54,-40,-14,7,475,2.58729579121144,"EU",77,"Denmark",2020-05-02,68.52
"79","Denmark",2020-05-03,-20,-7,106,-35,-9,4,484,1.55237747472686,"EU",78,"Denmark",2020-05-03,68.52
"80","Denmark",2020-05-04,-21,-2,83,-37,-35,11,493,1.55237747472686,"EU",79,"Denmark",2020-05-04,68.52
"81","Denmark",2020-05-05,-22,0,96,-35,-33,11,503,1.72486386080763,"EU",80,"Denmark",2020-05-05,68.52
"82","Denmark",2020-05-06,-22,2,77,-35,-33,11,506,0.517459158242288,"EU",81,"Denmark",2020-05-06,68.52
"83","Denmark",2020-05-07,-12,17,150,-31,-33,7,514,1.3798910886461,"EU",82,"Denmark",2020-05-07,68.52
"84","Denmark",2020-05-08,-56,-30,226,-51,-78,19,522,1.3798910886461,"EU",83,"Denmark",2020-05-08,65.74
"85","Denmark",2020-05-09,-22,11,173,-27,-6,3,526,0.68994554432305,"EU",84,"Denmark",2020-05-09,65.74
"86","Denmark",2020-05-10,-17,1,78,-33,-5,2,529,0.517459158242288,"EU",85,"Denmark",2020-05-10,65.74
"87","Denmark",2020-05-11,-16,1,62,-35,-32,11,533,0.68994554432305,"EU",86,"Denmark",2020-05-11,65.74
"88","Denmark",2020-05-12,-21,1,42,-36,-31,11,527,0,"EU",87,"Denmark",2020-05-12,65.74
"89","Denmark",2020-05-13,-20,1,82,-33,-30,11,533,1.03491831648458,"EU",88,"Denmark",2020-05-13,65.74
"90","Denmark",2020-05-14,-19,1,77,-35,-30,9,537,0.68994554432305,"EU",89,"Denmark",2020-05-14,65.74
"91","Denmark",2020-05-15,-25,-2,57,-39,-31,10,537,0,"EU",90,"Denmark",2020-05-15,65.74
"92","Denmark",2020-05-16,-30,0,38,-37,-8,6,543,1.03491831648458,"EU",91,"Denmark",2020-05-16,65.74
"93","Denmark",2020-05-17,-22,-6,33,-41,-7,5,547,0.68994554432305,"EU",92,"Denmark",2020-05-17,65.74
"94","Denmark",2020-05-18,-13,-3,32,-32,-25,9,548,0.172486386080763,"EU",93,"Denmark",2020-05-18,65.74
"95","Denmark",2020-05-19,-9,3,103,-26,-22,8,551,0.517459158242288,"EU",94,"Denmark",2020-05-19,65.74
"96","Denmark",2020-05-20,6,15,172,-18,-22,4,554,0.517459158242288,"EU",95,"Denmark",2020-05-20,65.74
"97","Denmark",2020-05-21,-38,-21,337,-42,-77,16,561,1.20740470256534,"EU",96,"Denmark",2020-05-21,65.74
"98","Denmark",2020-05-22,-7,2,144,-44,-60,14,561,0,"EU",97,"Denmark",2020-05-22,60.19
"99","Denmark",2020-05-23,-17,-1,121,-28,2,3,561,0,"EU",98,"Denmark",2020-05-23,60.19
"100","Denmark",2020-05-24,-15,-8,15,-36,-3,2,562,0.172486386080763,"EU",99,"Denmark",2020-05-24,60.19
"101","Denmark",2020-05-25,-5,-1,107,-27,-24,7,563,0.172486386080763,"EU",100,"Denmark",2020-05-25,57.41
"102","Denmark",2020-05-26,-4,0,156,-22,-20,6,563,0,"EU",101,"Denmark",2020-05-26,57.41
"103","Denmark",2020-05-27,-6,0,90,-24,-19,7,565,0.344972772161525,"EU",102,"Denmark",2020-05-27,57.41
"104","Denmark",2020-05-28,-2,4,152,-22,-19,6,568,0.517459158242288,"EU",103,"Denmark",2020-05-28,57.41
"105","Denmark",2020-05-29,2,9,200,-18,-18,3,568,0,"EU",104,"Denmark",2020-05-29,57.41
"106","Denmark",2020-05-30,-3,12,209,-7,13,-1,571,0.517459158242288,"EU",105,"Denmark",2020-05-30,57.41
"107","Denmark",2020-05-31,-20,-11,235,-12,5,-1,574,0.517459158242288,"EU",106,"Denmark",2020-05-31,57.41
"108","Denmark",2020-06-01,-31,-16,372,-35,-77,13,576,0.344972772161525,"EU",107,"Denmark",2020-06-01,57.41
"109","Denmark",2020-06-02,15,22,202,-14,-19,3,580,0.68994554432305,"EU",108,"Denmark",2020-06-02,57.41
"110","Denmark",2020-06-03,5,9,133,-17,-19,5,580,0,"EU",109,"Denmark",2020-06-03,57.41
"111","Denmark",2020-06-04,10,17,71,-18,-20,4,582,0.344972772161525,"EU",110,"Denmark",2020-06-04,57.41
"112","Denmark",2020-06-05,-37,-25,143,-40,-63,15,586,0.68994554432305,"EU",111,"Denmark",2020-06-05,57.41
"113","Denmark",2020-06-06,-1,14,55,-23,4,3,587,0.172486386080763,"EU",112,"Denmark",2020-06-06,57.41
"114","Denmark",2020-06-07,0,-5,87,-21,6,1,589,0.344972772161525,"EU",113,"Denmark",2020-06-07,57.41
"115","Denmark",2020-06-08,5,2,99,-21,-19,5,593,0.68994554432305,"EU",114,"Denmark",2020-06-08,57.41
"116","Denmark",2020-06-09,4,4,126,-18,-18,4,593,0,"EU",115,"Denmark",2020-06-09,57.41
"117","Denmark",2020-06-10,2,2,115,-19,-18,5,593,0,"EU",116,"Denmark",2020-06-10,57.41
"118","Denmark",2020-06-11,4,4,112,-21,-19,5,593,0,"EU",117,"Denmark",2020-06-11,57.41
"119","Denmark",2020-06-12,-1,0,106,-21,-18,4,594,0.172486386080763,"EU",118,"Denmark",2020-06-12,57.41
"120","Denmark",2020-06-13,-6,0,117,-14,10,0,597,0.517459158242288,"EU",119,"Denmark",2020-06-13,57.41
"121","Denmark",2020-06-14,7,-2,170,-13,13,-1,597,0,"EU",120,"Denmark",2020-06-14,57.41
"122","Denmark",2020-06-15,11,5,219,-14,-18,3,598,0.172486386080763,"EU",121,"Denmark",2020-06-15,57.41
"123","Denmark",2020-06-16,11,8,237,-12,-17,2,598,0,"EU",122,"Denmark",2020-06-16,57.41
"124","Denmark",2020-06-17,8,5,205,-12,-17,3,598,0,"EU",123,"Denmark",2020-06-17,57.41
"125","Denmark",2020-06-18,9,5,206,-16,-18,2,600,0.344972772161525,"EU",124,"Denmark",2020-06-18,57.41
"126","Denmark",2020-06-19,-1,0,127,-20,-19,3,600,0,"EU",125,"Denmark",2020-06-19,57.41
"127","Denmark",2020-06-20,-7,1,91,-16,6,0,600,0,"EU",126,"Denmark",2020-06-20,57.41
"128","Denmark",2020-06-21,6,-2,136,-16,8,-1,600,0,"EU",127,"Denmark",2020-06-21,57.41
"129","Denmark",2020-06-22,14,5,163,-16,-21,3,602,0.344972772161525,"EU",128,"Denmark",2020-06-22,57.41
"130","Denmark",2020-06-23,13,8,267,-10,-19,0,603,0.172486386080763,"EU",129,"Denmark",2020-06-23,57.41
"131","Denmark",2020-06-24,10,4,244,-10,-18,2,603,0,"EU",130,"Denmark",2020-06-24,57.41
"132","Denmark",2020-06-25,12,8,288,-11,-19,1,603,0,"EU",131,"Denmark",2020-06-25,57.41
"133","Denmark",2020-06-26,1,0,288,-14,-19,0,604,0.172486386080763,"EU",132,"Denmark",2020-06-26,57.41
"134","Denmark",2020-06-27,-6,1,233,1,5,-4,604,0,"EU",133,"Denmark",2020-06-27,57.41
"135","Denmark",2020-06-28,3,-2,102,-15,3,-1,604,0,"EU",134,"Denmark",2020-06-28,57.41
"136","Denmark",2020-06-29,15,4,185,-17,-29,4,605,0.172486386080763,"EU",135,"Denmark",2020-06-29,57.41
"137","Denmark",2020-06-30,23,13,127,-17,-29,4,605,0,"EU",136,"Denmark",2020-06-30,57.41
"138","Denmark",2020-07-01,20,7,177,-14,-29,3,606,0.172486386080763,"EU",137,"Denmark",2020-07-01,57.41
"139","Denmark",2020-07-02,20,8,224,-15,-31,3,606,0,"EU",138,"Denmark",2020-07-02,57.41
"140","Denmark",2020-07-03,6,-1,158,-18,-32,3,606,0,"EU",139,"Denmark",2020-07-03,57.41
"141","Denmark",2020-07-04,-6,-2,66,-11,-5,-1,606,0,"EU",140,"Denmark",2020-07-04,57.41
"142","Denmark",2020-07-05,9,-3,90,-15,-4,0,606,0,"EU",141,"Denmark",2020-07-05,57.41
"143","Denmark",2020-07-06,22,5,184,-21,-42,6,607,0.172486386080763,"EU",142,"Denmark",2020-07-06,57.41
"144","Denmark",2020-07-07,23,6,220,-18,-41,5,609,0.344972772161525,"EU",143,"Denmark",2020-07-07,57.41
"145","Denmark",2020-07-08,22,3,245,-16,-40,4,609,0,"EU",144,"Denmark",2020-07-08,54.63
"146","Denmark",2020-07-09,19,3,288,-16,-40,4,609,0,"EU",145,"Denmark",2020-07-09,54.63
"147","Denmark",2020-07-10,3,-4,187,-24,-41,5,609,0,"EU",146,"Denmark",2020-07-10,54.63
"148","Denmark",2020-07-11,0,-1,192,2,-3,-3,609,0,"EU",147,"Denmark",2020-07-11,54.63
"149","Denmark",2020-07-12,12,-3,178,-7,-5,-2,609,0,"EU",148,"Denmark",2020-07-12,54.63
"150","Denmark",2020-07-13,29,6,358,-16,-53,6,610,0.172486386080763,"EU",149,"Denmark",2020-07-13,54.63
"151","Denmark",2020-07-14,26,6,301,-19,-53,7,610,0,"EU",150,"Denmark",2020-07-14,54.63
"152","Denmark",2020-07-15,24,3,307,-20,-52,7,610,0,"EU",151,"Denmark",2020-07-15,54.63
"153","Denmark",2020-07-16,23,4,383,-17,-52,6,610,0,"EU",152,"Denmark",2020-07-16,54.63
"154","Denmark",2020-07-17,6,-6,384,-19,-52,4,611,0.172486386080763,"EU",153,"Denmark",2020-07-17,54.63
"155","Denmark",2020-07-18,-1,-3,302,8,-4,-5,611,0,"EU",154,"Denmark",2020-07-18,54.63
"156","Denmark",2020-07-19,12,-3,236,-5,-6,-3,611,0,"EU",155,"Denmark",2020-07-19,54.63
"157","Denmark",2020-07-20,32,9,370,-18,-56,6,611,0,"EU",156,"Denmark",2020-07-20,54.63
"158","Denmark",2020-07-21,33,9,406,-17,-56,6,611,0,"EU",157,"Denmark",2020-07-21,54.63
"159","Denmark",2020-07-22,28,4,365,-18,-55,6,611,0,"EU",158,"Denmark",2020-07-22,54.63
"160","Denmark",2020-07-23,22,3,340,-22,-55,7,612,0.172486386080763,"EU",159,"Denmark",2020-07-23,54.63
"161","Denmark",2020-07-24,5,-5,260,-28,-55,8,613,0.172486386080763,"EU",160,"Denmark",2020-07-24,54.63
"162","Denmark",2020-07-25,0,-4,257,5,-5,-3,613,0,"EU",161,"Denmark",2020-07-25,54.63
"163","Denmark",2020-07-26,9,-5,134,-13,-9,0,613,0,"EU",162,"Denmark",2020-07-26,54.63
"164","Denmark",2020-07-27,26,4,320,-20,-50,7,613,0,"EU",163,"Denmark",2020-07-27,54.63
"165","Denmark",2020-07-28,27,6,328,-18,-49,7,613,0,"EU",164,"Denmark",2020-07-28,54.63
"166","Denmark",2020-07-29,22,2,220,-24,-50,8,614,0.172486386080763,"EU",165,"Denmark",2020-07-29,54.63
"167","Denmark",2020-07-30,23,4,282,-22,-49,7,615,0.172486386080763,"EU",166,"Denmark",2020-07-30,54.63
"168","Denmark",2020-07-31,15,0,368,-17,-48,3,615,0,"EU",167,"Denmark",2020-07-31,54.63
"169","Denmark",2020-08-01,4,0,294,12,-2,-5,615,0,"EU",168,"Denmark",2020-08-01,50.93
"170","Denmark",2020-08-02,19,2,184,-5,-2,-2,615,0,"EU",169,"Denmark",2020-08-02,50.93
"171","Denmark",2020-08-03,27,7,275,-16,-37,4,616,0.172486386080763,"EU",170,"Denmark",2020-08-03,50.93
"172","Denmark",2020-08-04,26,7,303,-14,-37,4,616,0,"EU",171,"Denmark",2020-08-04,50.93
"173","Denmark",2020-08-05,22,4,225,-17,-36,4,616,0,"EU",172,"Denmark",2020-08-05,50.93
"174","Denmark",2020-08-06,19,5,369,-14,-36,3,617,0.172486386080763,"EU",173,"Denmark",2020-08-06,50.93
"175","Denmark",2020-08-07,6,-3,389,-16,-36,1,617,0,"EU",174,"Denmark",2020-08-07,50.93
"176","Denmark",2020-08-08,-2,-1,338,7,-1,-5,617,0,"EU",175,"Denmark",2020-08-08,50.93
"177","Denmark",2020-08-09,13,1,284,-2,0,-4,617,0,"EU",176,"Denmark",2020-08-09,50.93
