"","V1","V2","V3","V4","V5","V6","V7"
"1",8.8476836420357e-07,7.10071399828544e-09,3.35729325991328e-12,0.0355971324584887,1,0.00397761808170226,1
"2",4.34224889480339e-07,2.42841198080274e-07,1.2394669755727e-12,0.00779923547731275,1,0.00164334910249154,0.723285801433178
"3",6.53311286304612e-09,3.20888780982148e-07,1.2131812800605e-12,0.00737016808383213,1,0.00351164467596988,0.14234750518563
"4",1.25703183277981e-08,4.66690399160971e-09,1.81837867425052e-12,8.08436051207085e-05,1,0.000352433360639554,0.0170357457730707
"5",5.3523849561042e-09,1.46254024109588e-07,1.5203631539438e-09,1.53880773935318e-05,1,1.00610296486207e-05,0.00307625925894768
"6",1.85892231817859e-11,1.73190007810461e-07,7.48875152782804e-09,5.81492819369868e-05,1,7.50654548073886e-05,0.000293401112065903
"7",8.80377117573938e-11,5.86395578638271e-11,4.59119280031527e-09,1.68307045845972e-07,1,6.30103678394899e-06,2.08324135140707e-05
"8",1.52414765047087e-10,1.82352017598875e-06,5.23699786741693e-08,1.42540232411474e-09,0.11370366470839,4.80991617177958e-09,1.16582880783152e-06
"9",2.57802075779509e-12,2.31713215295184e-08,2.32048904526439e-09,5.3359607732031e-11,0.0959401117064781,8.56388335145858e-10,3.75166589484649e-08
"10",3.35885507575179e-15,3.29757375543108e-09,2.52056707564256e-09,2.17674681105384e-11,0.574663608958553,1.67378311987984e-09,1.47853395694546e-09
"11",4.54789295258112e-15,1.35603627562848e-10,3.17868305344613e-07,2.78346834850128e-14,0.089648744434055,7.49112933058466e-11,2.40845346813895e-11
"12",1.36917262669174e-18,1.0200209843101e-10,2.50778696938522e-06,4.37640937314827e-19,5.56733198665615e-05,3.7920732528044e-16,7.28730653878673e-13
"13",1.93847021066813e-17,2.5431658220565e-07,2.18368734749231e-05,2.38808227671873e-15,0.0248242504393203,5.00096723529264e-12,2.69800583041784e-14
"14",1.04373926741383e-16,5.04845954828799e-11,5.14746736787211e-06,1.42465271235008e-20,0.00498821257624055,6.83739789671083e-14,3.26077384405438e-16
"15",4.32968910891578e-17,8.46805102404565e-07,0.000137065764421202,5.30317041882181e-24,5.45850906449504e-06,2.03138646068651e-19,3.97447525972736e-18
"16",4.99194138531031e-20,3.46962209905046e-10,0.00360062588846154,1.89559217413339e-22,4.98159126943817e-06,2.15540231269702e-17,8.44861665541058e-20
"17",3.57610866468595e-24,5.59266781418924e-10,0.00494806371413596,1.25031259346468e-23,8.25136408253778e-05,1.79947377668205e-17,5.14309654896719e-21
"18",1.34676916817479e-20,8.99541411936466e-09,0.00787442999028623,3.59406315463977e-28,9.02576309792626e-06,9.67364727709444e-18,1.76803011437034e-22
"19",5.53305867695655e-22,3.41289663667096e-07,0.22221036009351,3.19339411626121e-27,1.41852193149079e-07,2.26523378430816e-19,8.31414073814178e-25
"20",9.67054832773804e-25,8.25003858941772e-05,0.0115618123461344,8.09269463903475e-25,0.000216069414792514,2.35143247515921e-16,2.55757971848425e-24
"21",8.27818503081406e-22,1.96688500439455e-07,0.0248008289071359,8.0724063456856e-30,5.74392631473517e-06,2.62992366518161e-18,1.12609910171161e-25
"22",5.37041175173083e-22,3.7561774271843e-05,0.75887297268828,3.56706426804801e-35,5.95758551642634e-09,1.64270788150919e-24,9.1777570774858e-28
"23",5.73103056462344e-24,1.13119694411642e-06,0.893385691006862,1.780889509436e-29,7.45470338269376e-08,2.64741960030359e-21,1.12478034666807e-29
"24",4.9021547244148e-26,1.87346488143451e-05,1,4.04105865532475e-26,3.3262415633522e-05,1.32407719330034e-18,8.52176285191618e-29
"25",1.41569335349196e-22,0.000752863712668767,0.53336486279937,5.52601367092286e-31,2.94543213988042e-06,3.13010670380442e-19,8.37055603188851e-30
"26",4.8780280986848e-27,0.000209722324627076,0.62580920528116,5.50736824942189e-35,4.7080262075279e-10,1.08381483122216e-23,9.46783895509278e-31
"27",4.65037436601729e-26,0.0560252381942562,1,2.04762361939365e-26,5.9156036024786e-05,1.21467898132423e-18,1.02598368661681e-31
"28",1.92850324524498e-21,0.00641187702014001,0.598908298155399,7.08449795080463e-32,1.44262212047647e-05,1.93001532189069e-19,2.88541166866016e-33
"29",8.59290947247409e-21,0.0246189587709157,1,1.23921929455799e-32,6.50881557316945e-09,1.09031551344264e-22,3.20405334616199e-32
"30",2.12941669229781e-21,0.0458561269648803,1,1.04936337696605e-28,1.32256775678831e-07,4.61855562781373e-20,1.81900355242102e-30
"31",4.2492924727495e-20,0.653563324056116,1,1.09598776907981e-23,0.000402739164383152,2.46424691107517e-16,2.42676054718114e-29
"32",3.23588889992416e-17,1,1,3.8494663857444e-24,0.000442873926809483,4.19749610145289e-15,5.11557026808326e-28
"33",1.84911909412412e-20,0.537676298637997,1,1.56189911303825e-26,5.18341211421913e-06,1.48863636942691e-18,4.42693294735122e-27
"34",5.07103362961019e-21,1,1,7.72556153228051e-20,0.00894325901623743,4.62361085351105e-13,7.16717142564862e-26
"35",4.23757252952789e-14,1,1,8.13822365495171e-21,0.0522193221064484,6.69992145784358e-13,6.84769015847142e-25
"36",9.2778488300875e-13,1,1,6.37832383006964e-22,0.00174162782576787,9.93682164534827e-16,9.44655435508235e-24
"37",2.81223081470968e-14,1,1,8.28376089613747e-18,0.00325723097363257,9.64009942686745e-13,4.6838577318907e-22
"38",6.01794013241186e-12,1,1,5.93070782682517e-13,0.67225628236203,4.681587613227e-10,1.3561012149058e-20
"39",7.0873535332564e-10,1,1,3.39195414949519e-12,1,4.58781817205546e-08,4.97163481660749e-20
"40",3.61437630271031e-13,1,1,4.46362332285863e-12,0.0526055132303098,4.39901405562951e-10,3.86167394458128e-19
"41",3.01182732049562e-12,1,1,3.21549433635788e-08,1,2.62700270413797e-06,9.18334903425309e-18
"42",2.15335407330297e-08,1,1,2.31997592847085e-09,1,4.20129663065015e-06,1.97755844328008e-16
"43",2.71353503176163e-07,1,1,1.06097101694984e-09,1,1.16613922853009e-07,1.52910652963315e-15
"44",4.568110178582e-08,1,1,4.35811447759269e-08,1,2.94660012914547e-06,4.64512620149456e-14
"45",3.63467123983945e-07,1,1,1.23638467675719e-06,1,5.31875137758069e-05,1.65316465379395e-12
"46",4.34946437859482e-05,1,1,6.9832056786626e-06,1,0.000162603611735716,5.86734340301866e-12
"47",1.32975856520865e-05,1,1,1.52055385608974e-05,1,0.000214207939046032,4.19990605436053e-11
"48",1.9708574036388e-05,1,1,0.0164977053256747,1,0.105347305864561,3.82756245025449e-10
"49",0.00213340284178414,1,1,0.0146543313298993,1,0.0636391776353006,6.58142488095322e-09
"50",0.00570100895067445,1,1,0.00260733261510599,1,0.00819409970920747,3.06486497886087e-08
"51",0.00715852221188626,1,1,0.0161432562395377,1,0.0978995499661894,2.53176012522619e-07
"52",0.0124268637399658,1,1,0.223205366123853,1,0.242258416668212,2.19199182366057e-06
"53",0.533121544855388,1,1,1,1,1,5.7845418148111e-06
"54",0.296010589027917,1,1,1,1,1,7.6708606435403e-05
"55",0.273395813517418,1,1,1,1,1,0.000515960323656354
"56",1,1,1,1,1,1,0.00151786801467636
"57",1,0.04297963952071,1,1,1,1,0.00198752055727093
"58",2.08734263245156e-08,1.61756935412595e-09,2.90492237406746e-15,1.03333561555161e-07,1,2.96665292812432e-12,6.00736237107866e-08
"59",3.62532775708561e-09,1.19881514559882e-07,4.28829491174152e-14,4.19506967040381e-07,1,1.56524936359078e-12,1.11510023460715e-09
"60",6.70301523353435e-11,2.39166402673655e-07,1.74116593862007e-12,5.26371174123799e-09,1,2.09460211546344e-12,3.57558806389352e-11
"61",1.26776992609705e-13,9.52800251172326e-11,6.59061587039764e-12,5.61505699673512e-11,1,3.53160654476717e-14,4.86642834146917e-12
"62",3.28519592363995e-17,1.508996307595e-16,1.83806241946564e-12,3.79626692791499e-13,1,6.53405098572933e-13,3.74680995864005e-13
"63",5.11714374148706e-17,7.42677176765293e-16,1.31907301156717e-11,4.3494360212446e-10,1,1.5397066098477e-11,3.52221680656499e-15
"64",1.77579353927032e-15,1.67872088067979e-09,5.94952478550665e-13,1.75949694232963e-13,1,3.43978215460541e-14,5.50910662431733e-17
"65",3.86241691119044e-15,1.59015786151079e-11,5.63576774096294e-10,1.95137406026361e-15,0.212962334628977,9.54096868559461e-18,5.3177645026548e-18
"66",2.53016563552677e-18,2.09406276973683e-12,3.27963616814346e-10,5.79500474164432e-17,0.389141186653644,3.31856645110634e-20,9.47846681489167e-19
"67",1.39759126744699e-19,7.22865733534522e-13,2.88834868833378e-09,2.52094396614914e-18,0.526142992250777,2.21254318605344e-19,8.95492515826858e-21
"68",9.53568779954152e-22,2.09375858513238e-13,9.32863069723383e-11,4.15179955298669e-23,0.224779080549934,5.69285764997374e-21,1.42785083404233e-21
"69",1.46667461941126e-25,1.33013735024663e-16,7.24608821846825e-09,2.64320683250805e-22,1,1.76263509809826e-18,5.25842568217495e-23
"70",2.05408157010132e-26,9.11688172659948e-18,6.78321961472443e-09,9.41240798083914e-20,1,1.61977803444687e-16,3.62365365186681e-24
"71",1.87845587365718e-24,9.04246771619152e-12,7.23466329041468e-09,1.71943505557714e-22,1,1.4060321756426e-18,7.87988528283631e-27
"72",3.45027805069434e-26,1.18496116872262e-13,5.94031247158106e-07,4.35652204064686e-29,0.00311096075913914,1.65208335997604e-25,3.01385030757465e-29
"73",1.17720931584127e-28,7.16479057541668e-14,2.07700744636306e-06,3.44886771921226e-29,0.00568415989970239,1.70053190359217e-28,3.74968880200059e-31
"74",1.33960592736281e-30,5.38234214156076e-14,0.000108875651006726,4.04370744421907e-28,0.0177740741291353,1.23147391543914e-26,8.50921641534963e-32
"75",1.61575447530624e-29,1.28730461773913e-14,2.42195119531802e-05,1.55250558591905e-33,0.00535677090505202,2.38053481206672e-25,5.80126280711108e-32
"76",1.64113049165148e-31,1.12700313378012e-17,9.90227084951957e-05,7.81854261697403e-30,0.0464634427279066,2.00305542695967e-19,4.96580635633522e-32
"77",3.56757088763221e-31,1.33305396038612e-15,0.000531485180332813,1.38585494179122e-26,0.289791803428893,4.10565340987106e-19,5.57324087642637e-34
"78",1.59657174660778e-26,8.73942018886752e-12,0.00371880819765431,2.5540116674009e-25,0.0391974969217038,9.28008238332435e-20,3.60697654871127e-34
"79",9.57035699154919e-30,1.58884045420884e-14,0.000845971803057466,8.89926766493333e-34,0.000627114312032954,9.38994246600718e-25,6.81798261561618e-33
"80",5.42059655882821e-31,7.82488990166533e-15,0.000916261809027755,9.52198370966186e-33,0.00260616310275881,9.51650592380728e-26,3.47285506680264e-32
"81",5.8608813982973e-29,3.70597293461441e-11,0.00183248759644377,2.93269314737197e-29,0.00784983830587895,3.5190436414548e-23,2.78879566374123e-32
"82",2.24639741449171e-28,2.47908366932355e-11,0.0236586252066777,7.47142388102282e-30,0.00147997833459617,2.8575287326709e-20,3.57642367943598e-31
"83",5.42059655882821e-31,1.42113960601056e-15,0.0315487479092502,7.82904163715212e-30,0.0236963421466134,6.68397731265749e-17,4.44082167318888e-30
"84",6.58258327771836e-30,3.44279418507482e-16,0.0275934185043769,2.66705662871179e-26,0.326783755075671,2.60891381589022e-16,1.88133716065697e-29
"85",1.12208442009296e-24,4.09187033355634e-09,0.0114320515583732,7.25045135441299e-22,0.287884816709373,3.13952433893441e-16,1.61375367134741e-28
"86",6.9083934335504e-25,2.69259076900193e-08,0.0526055132303098,4.08522284827153e-25,0.00960933917001285,2.13595919618876e-19,9.88767984870137e-28
"87",1.51253462787431e-24,1.3401363529357e-08,0.0716275819316508,7.94378399073114e-22,0.0355377747708706,4.39022021773316e-20,3.72797352790995e-27
"88",1.70469683095401e-22,4.24538652649321e-08,0.0915311999403921,8.02200898202331e-22,0.223205366123853,1.20704988471001e-17,3.4328247602249e-26
"89",1.14529152266586e-22,2.05543946552109e-09,0.28077780418855,1.01785951980618e-20,0.0675864546518337,1.95562561730351e-14,4.08522284827153e-25
"90",1.29412017133812e-20,8.09449513669381e-07,0.130947931631663,5.14979383479396e-19,1,8.32552072264859e-11,5.21543865603554e-23
"91",8.28693803439736e-22,4.76810769642726e-07,0.367929092124499,1.01215614421102e-17,1,2.84044844757615e-11,1.06043808303751e-21
"92",1.90745475154689e-18,8.14090610374535e-06,0.439307400636753,1.91911005683357e-16,1,1.28333060651734e-11,2.427924156406e-21
"93",1.44739255506835e-16,0.000215405876758864,0.131349380082516,2.64102547203259e-17,0.893385691006862,2.83058629132529e-12,1.72492086486479e-20
"94",1.40373971208645e-18,2.41088732837928e-06,0.168959393160633,5.09701779545952e-17,0.984985269525205,7.08205887950909e-13,1.31846283146252e-19
"95",2.45975560316996e-15,0.00715852221188626,1,5.11413995887349e-13,1,1.1338985597026e-09,7.4873952804295e-19
"96",4.23893583811459e-15,0.00670960451010313,1,2.15950350593021e-14,1,1.08235608492051e-08,3.2598939208321e-17
"97",2.77992066790096e-12,0.0500968809348186,1,1.18592006237174e-10,1,1.29671486376779e-05,1.20521133674514e-15
"98",1.73150875277918e-12,0.0981446946111271,1,6.51713832221729e-10,1,1.18147680708854e-05,1.95848398111385e-14
"99",1.71659580967768e-10,0.796030167939854,1,2.13456334513436e-08,1,2.36944567887045e-05,2.8563594630145e-13
"100",3.23646127551408e-09,1,1,3.09123695423905e-07,1,3.98355990649844e-05,5.75688309442872e-13
"101",1.42205870774838e-08,1,1,3.09799227803068e-06,1,4.39050074992847e-05,1.62533933852373e-11
"102",2.56152128079111e-08,1,1,2.07975958920276e-06,1,0.000309412937615148,3.16344340574301e-10
"103",9.90003337448915e-08,1,1,4.62991762083619e-06,1,0.00307075447251049,2.38784388693002e-09
"104",1.69617902279075e-06,1,1,0.000124479571442654,1,0.084100001558036,1.44993727015718e-08
"105",4.76478861549945e-06,1,1,0.00112864213041,1,0.0959777961445603,1.68351021002008e-07
"106",1.5626215384787e-05,1,1,0.00319694587084194,1,0.051838091869125,8.91151548071712e-07
"107",0.000222376679200207,1,1,0.00338869209675268,1,0.0679196321859459,1.9708574036388e-05
"108",0.0120615198875361,1,1,0.0694425644945983,1,0.4012306501601,9.65155412698701e-05
"109",0.0194578053076871,1,1,0.42730925056081,1,1,0.000311310819258524
"110",0.0105040035660462,1,1,0.325584034410972,1,1,0.0008576667100426
"111",0.050807431469131,1,1,1,1,1,0.00467634719026743
"112",0.11168995173252,1,1,1,1,1,0.0205613088715648
"113",1,1,1,1,1,1,0.0549866856658647
"114",1,1,1,1,1,1,0.115725160456834
"115",0.00734796215817725,5.65397083415633e-05,3.11295214472255e-09,1,1,0.095429788215329,1
"116",4.3112781032564e-06,1.33663866340615e-06,1.39205095965416e-11,1,1,0.157692033289871,1
"117",1.65269845893579e-09,8.65453463665481e-07,6.86798721868043e-11,1,1,0.816009222844746,1
"118",4.71626857604977e-09,0.000482241551501411,5.69570297137699e-14,0.229784753243315,1,0.465586086094711,1
"119",1.1761173950878e-06,3.11306577271159e-05,2.12775229698052e-09,0.0638291851011466,1,0.010029242232366,0.970703115548341
"120",4.310390404177e-10,1.54494493784127e-09,1.65421452898736e-09,0.00511069384297422,1,0.000802985126195108,0.17380474344775
"121",2.38413637740959e-07,7.71728652912285e-05,1.29112962139853e-08,0.000608125377410778,1,5.17071311865569e-05,0.024075133098394
"122",1.36096880536471e-09,1.57000484261777e-08,1.32038834341483e-05,1.05471082300543e-06,0.450781554382031,5.78329664593156e-09,0.00251512711872556
"123",1.00338479452638e-09,1.1252502357093e-05,2.17790104893062e-06,3.2805728751181e-05,1,9.33365307052152e-07,0.000358332052883339
"124",2.23434645109832e-14,1.09495610796943e-05,1.34787069616995e-06,0.000215284867701797,1,0.000371944348515149,2.23057123580157e-05
"125",1.33884530791567e-17,0.00102344656498783,6.21178298669786e-07,4.69637121629531e-08,1,2.23259448728124e-05,6.18439925175254e-07
"126",8.2957879828405e-13,2.30515185247824e-05,8.12992622966864e-06,3.0183737944335e-11,0.0727247332605212,8.78063658259367e-11,2.49347654688051e-08
"127",1.57982961574593e-13,1.37014924022493e-07,1.71491315332424e-05,1.47595499997694e-11,0.0852662219030544,2.02770610167971e-11,1.60158979961619e-09
"128",9.43097574608232e-12,0.000344037932271763,1.04466954897149e-05,6.58921854279461e-15,0.0194552160126581,2.9504348895336e-13,4.97393466680026e-11
"129",8.77760483487623e-11,1.92065397653921e-05,0.00184443123207061,1.03402626882261e-15,2.26335540171398e-05,7.45118841668373e-18,8.71833903925892e-12
"130",4.6131521245546e-12,3.07134472601553e-05,0.00201239030814046,7.72321503198796e-13,0.000298127156461686,2.14984907918927e-13,1.25248597193491e-13
"131",4.50923029317686e-20,7.64509947674367e-07,0.0165150544417384,7.38051244760179e-12,0.0672654357722774,1.56156674587108e-09,1.5355364397509e-15
"132",1.92557363311337e-18,0.0694504965765041,6.20567055759082e-05,4.79709662849532e-16,0.0414827940541719,1.52345641615163e-09,1.22646533212138e-17
"133",3.59153569466388e-16,8.31617581651208e-08,0.00641554783306324,3.48256503079334e-19,8.98442059332531e-06,6.99798582157078e-16,3.79079090446238e-18
"134",1.82390093512e-13,1.19752162714341e-05,0.0959777961445603,2.86641465346676e-15,0.000989583473229916,1.8750922969799e-13,2.58116607245751e-18
"135",8.4927767659792e-11,0.24339308651131,0.0257122068122051,2.36651825062422e-16,0.000111420277133808,3.85510207047991e-15,2.96274747414568e-19
"136",2.29171308826468e-10,0.00939473821216022,1,6.83146789627703e-20,2.40158346544411e-10,5.45871963604313e-22,4.24620573100297e-20
"137",5.60791186107161e-11,0.0315487479092502,1,3.6976680615516e-16,1.74730630985709e-07,1.18110612654935e-15,6.51940802807173e-22
"138",1.50891691479248e-15,0.0264266682539892,1,7.9102179365132e-13,0.00939473821216022,2.19867452418097e-09,2.79410376523044e-22
"139",1.58778068514458e-17,1,0.600426864474991,4.55859811543501e-14,0.0746081269423306,4.16459324400801e-08,9.11227560868121e-23
"140",8.51849929848872e-14,0.00227681319348986,1,6.16008885211865e-16,2.32800618536629e-05,6.43948913360218e-14,2.28959059336926e-22
"141",2.22553671059545e-11,0.395735510597787,1,2.40210186278718e-15,0.000354106518507236,3.71089629248396e-13,2.36463523715555e-23
"142",1.79087750181214e-10,1,1,2.11905241166553e-18,3.73988183391556e-06,3.23759489087451e-16,2.22431985676007e-23
"143",3.12892027263333e-06,1,1,1.06171513366368e-16,5.30589219459118e-10,1.7114128812852e-20,5.24239527614375e-23
"144",3.8394660268622e-09,0.282329055212527,1,1.93039023082043e-15,4.53085245451934e-08,5.92419199219797e-16,2.89275214388056e-22
"145",1.33186747558783e-11,1,1,5.86395578638271e-11,0.0455885703464404,3.13345490467622e-08,1.12525327612649e-21
"146",1.15530973763684e-14,1,1,1.54486426142976e-11,0.285634009855376,4.15579445671586e-07,1.70385339602785e-21
"147",3.23646127551408e-09,1,1,4.05668181126222e-14,0.000108175074226431,7.26671373047545e-12,5.21674615532315e-20
"148",2.54498094235594e-08,1,1,5.14652135744539e-12,0.0129886549334356,5.13517424850001e-11,2.10676057668076e-19
"149",4.28844358381896e-05,1,1,2.08883280900362e-12,0.00136654814444449,2.66112363914721e-12,4.71674744518822e-19
"150",0.000544392164771528,1,1,1.34095666531439e-11,4.73522360576341e-07,2.45173715356025e-16,2.47612650692122e-18
"151",0.000112399400240059,1,1,9.88143804942809e-09,0.000115977390986152,7.26445862526642e-11,4.73596318106757e-17
"152",1.75569727939459e-08,1,1,8.67821279632276e-06,1,4.68102813874177e-05,1.89052511736628e-16
"153",3.23646127551408e-09,1,1,1.71159945022516e-07,1,0.000192368977519409,4.99554496369619e-16
"154",0.000238714303009088,1,1,3.37835020963275e-07,0.167382892054709,8.9582958400355e-07,1.017155717747e-14
"155",0.000121379789980987,1,1,5.87334861614461e-06,0.882933772432068,3.64070401275858e-06,6.5681784608264e-14
"156",0.0153121283355967,1,1,8.30283324103523e-07,0.29832037960452,2.31891134238428e-07,2.40236121353458e-13
"157",0.374417475567978,1,1,3.42789257745567e-06,0.000718955606844296,1.06062970457531e-10,2.35025495034845e-13
"158",0.0727247332605212,1,1,0.000497444212602895,0.308823139522548,4.32668970144552e-06,1.87763099637789e-12
"159",0.000642299464514215,1,1,0.0507625263686459,1,0.0155191075972341,1.12784637902834e-11
"160",0.000168218769358375,1,1,0.0229944420065836,1,0.234585367178131,6.22136071869486e-11
"161",0.0187650631720643,1,1,0.0167806225131681,1,0.00307625925894768,1.27240161348367e-09
"162",0.374417475567978,1,1,0.263232991388431,1,0.0445428052258234,1.00802353127991e-08
"163",1,1,1,0.018698361879071,1,0.00100593140359645,6.11246874787343e-08
"164",1,1,1,0.25714163567646,1,0.000170175755840919,9.87020641422297e-08
"165",1,1,1,1,1,0.0548040414481242,5.854274997403e-07
"166",0.297049169148246,1,1,1,1,1,2.35740517762473e-06
"167",0.283146336414487,1,1,1,1,1,9.11684287394568e-06
"168",1,1,1,1,1,1,5.31875137758069e-05
"169",1,1,1,1,1,1,0.000348614272468919
"170",1,1,1,1,1,1,0.000910633082696277
"171",1,1,1,1,1,0.984985269525205,0.00283760585922574
"172",5.05293456982381e-16,0.0364386560491012,2.1270533824727e-28,1.7234908216957e-05,1,0.00154126242517035,1
"173",2.05009339586367e-18,0.00636932572000857,1.37018365291364e-25,5.52866052641867e-06,1,0.000634157661348131,1
"174",3.56389860614257e-22,0.000474424069528117,5.47741459801697e-23,6.56880201038639e-06,1,0.00238498223954433,1
"175",1.49834199888108e-22,0.000702361774654712,1.14630379091869e-20,2.23086226497638e-06,1,0.00278675549545012,1
"176",2.67226960284104e-21,0.0069439512084344,1.30616831167743e-18,8.22049751125921e-08,1,0.000375950447422954,1
"177",1.11829467571808e-21,0.00784983830587895,3.29153809311485e-17,3.4879806351979e-10,1,2.99927682417143e-06,0.241024694640834
"178",1.94748109177843e-21,0.0620628358038442,6.95738003163405e-16,7.28037421324911e-12,1,1.16453549192572e-07,0.0381942510358488
"179",1.0945729869658e-21,0.0636391776353006,1.34589274528776e-13,6.18036623447255e-14,1,3.92655590295403e-09,0.00465547771170043
"180",8.07441558656376e-24,0.0126596020684408,7.75957712197949e-12,2.44395973417723e-15,1,4.06135975917594e-10,0.000538684837157489
"181",1.35016408786758e-25,0.00276479993355181,3.26617150827842e-10,4.06643870751441e-15,1,1.90783021522519e-09,4.59645739707893e-05
"182",8.83661736028833e-26,0.00124691567493802,7.37198574951384e-09,3.7920732528044e-16,1,3.54530704449661e-09,2.88774944865705e-06
"183",2.73531316265297e-25,0.00210502700493444,6.04608084843769e-08,2.53901664395333e-18,1,1.97960915575553e-10,1.59560358144e-07
"184",3.69972457864454e-25,0.00290222019367245,4.34224889480339e-07,4.4045637463242e-21,1,8.08393309007004e-13,6.87015572399355e-09
"185",3.25647460326133e-23,0.0526055132303098,3.63585296079767e-06,1.42396620123536e-21,1,4.5316396661001e-14,1.77479858908647e-10
"186",1.17854896108456e-22,0.0647610395987665,3.96356343293144e-05,2.63121496487015e-24,1,7.28080474703625e-16,2.94440229880619e-12
"187",4.16865791957673e-23,0.0280039959525008,0.000160355878834974,1.0444078502331e-26,1,2.0992394724058e-17,2.39779016547757e-14
"188",7.49881884798506e-23,0.0132524602864756,0.00119283697091162,8.6593492061732e-26,1,5.46569182933239e-16,2.72983432154688e-16
"189",6.869641635046e-23,0.0103787985012434,0.0068318765977939,7.785197262841e-26,1,6.01552461330852e-15,2.12078771325976e-18
"190",1.24019036718439e-21,0.0144041936663371,0.051587667095629,7.35593343679148e-27,1,2.09699671710921e-15,9.00017606074483e-21
"191",4.60526140105625e-21,0.0201836540273431,0.170224984005274,1.4366338564655e-29,1,6.83168035227761e-18,2.36855189485977e-23
"192",1.42752618989824e-19,0.127631865327399,0.491209169287183,3.8490732321172e-30,1,3.07567404267356e-19,5.17685914014699e-26
"193",1.30108447663084e-17,0.385770201255292,1,3.88088586673913e-33,0.561354985190448,1.82575531973553e-20,6.37044727227614e-29
"194",1.27727841291849e-16,0.366462693437655,1,1.47359834624586e-32,0.390898956953426,9.92119639535223e-21,3.5836020824063e-32
"195",5.88409606277884e-17,0.154562179148259,1,6.58258327771836e-30,1,4.30243745962596e-18,2.61386066205325e-35
"196",7.1098615836153e-16,0.127904874220834,1,1.14361021101328e-28,1,1.38093003126226e-16,4.06500642819072e-39
"197",2.69171683741024e-15,0.19963596177023,1,3.04810208568305e-29,1,1.62353614430271e-16,4.7776520832457e-43
"198",2.82245606824166e-14,0.236364871466956,1,5.25002740662918e-30,0.169254487592799,2.22103932221201e-18,1.72729374079787e-46
"199",1.55727506589934e-13,1,1,6.36754961730872e-29,0.0473550864972561,9.47846681489167e-19,4.29107432189218e-51
"200",4.35610432715314e-12,1,1,7.91655781457408e-30,0.00568781839684072,1.11485512426424e-18,1.62738901843257e-55
"201",1.77816771038882e-10,1,1,1.04344609243021e-27,0.00869264924067822,9.82205374684242e-18,1.01980655286404e-58
"202",2.16981788873674e-09,1,1,3.84337217286386e-24,0.104915068901856,1.07375852613502e-14,1.29966955869431e-63
"203",4.22391456760872e-08,1,1,1.33756406367974e-21,0.401078408117411,5.7377092491865e-13,5.69362330183176e-68
"204",1.95967283158051e-07,1,1,5.58854006346719e-20,0.490582032992924,5.60499684048598e-12,1.63533382184033e-71
"205",3.88973242306101e-07,1,1,9.58534137307439e-21,0.164026742500298,7.96230420031484e-13,5.93232828235663e-75
"206",4.38875489004907e-06,1,1,9.78648906052936e-19,0.208795851131113,6.13376632072698e-12,1.32459781134862e-78
"207",0.000138660661115513,1,1,3.22779210349839e-17,0.160461715841051,8.96727092861424e-11,6.43593553785263e-83
"208",0.00281473122289319,1,1,8.66677460927144e-15,0.19877361122716,1.96616917980784e-09,6.57917627637964e-86
"209",0.0223383713612689,1,1,1.0770946488783e-11,1,2.37580422959187e-07,4.58268936155248e-88
"210",0.0959777961445603,1,1,4.31298741937612e-10,1,4.17286413536874e-06,4.56249110944274e-89
"211",0.413188737480666,1,1,1.04465711514473e-08,1,2.11254745688905e-05,2.07918762113098e-90
"212",0.749553667612693,1,1,1.16921153914593e-08,1,1.65256801095603e-05,4.42169481844014e-90
"213",1,1,1,2.01156747204519e-07,1,5.97808907056548e-05,5.23648354480828e-89
"214",1,1,1,5.31390999457877e-06,1,0.000965695489529326,2.24614500989698e-86
"215",1,1,1,5.5096868145869e-05,1,0.00310317265127938,3.86396876962034e-84
"216",1,1,1,0.00134313559904082,1,0.0229944420065836,6.2349406165914e-79
"217",1,1,1,0.0118680799345337,1,0.139961074620206,1.63581750877636e-75
"218",1,1,1,0.054790759227173,1,0.365692803054509,8.31106279115514e-72
"219",1,1,1,0.113090145545596,1,0.443872764347924,5.78639527202923e-67
"220",1,1,1,0.642678713928909,1,1,1.50598896146058e-62
"221",1,1,1,1,1,1,2.75831625871193e-57
"222",1,1,1,1,1,1,4.22361721559865e-53
"223",1,1,1,1,1,1,3.84440248328106e-48
"224",1,1,1,1,1,1,1.24292458066422e-43
"225",1,0.379856288553128,0.963227438303715,1,1,1,1.13068574013732e-39
"226",1,0.297359439712406,0.694702752196803,1,1,1,7.21985133366924e-36
"227",1,0.0604547019112303,0.405217073012239,1,1,1,1.39602900239261e-32
"228",1,0.00920402860694863,0.166688290858651,1,1,1,1.02765889713612e-29
